model_name,pretrained,fraction,augmentation,seed,param_count,best_epoch,best_mAP,training_time_sec,val_loss,mAP,supported_mAP,supported_classes,ap_aeroplane,ap_bicycle,ap_bird,ap_boat,ap_bottle,ap_bus,ap_car,ap_cat,ap_chair,ap_cow,ap_diningtable,ap_dog,ap_horse,ap_motorbike,ap_person,ap_pottedplant,ap_sheep,ap_sofa,ap_train,ap_tvmonitor,run_dir
convnext_t,True,0.5,standard,42,27835508,7,0.9007,301.5,0.05602790055039165,0.9006828026615812,0.9006828026615812,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.9927568318928892,0.9258336564059254,0.973954513997306,0.9300089081466367,0.7663562362136275,0.9484275867274478,0.8672608100550323,0.9923810795641986,0.8079578246870561,0.9689979548076051,0.7475522093307415,0.9711613352755769,0.9710405983189473,0.9470434524010998,0.9680044402114356,0.6601201816390873,0.9575718314862828,0.7335457367923444,0.9824829973563523,0.9011978679220336,convnext_t_pretrained_frac0.50_aug-standard_seed42
convnext_t,True,0.5,standard,456,27835508,7,0.8991,298.8,0.05641587008977984,0.899140833473474,0.899140833473474,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.9902988741357338,0.9283362319721522,0.9728620380205332,0.9392948204196283,0.7705306371167725,0.9552607063672061,0.8677530122873358,0.990410905385486,0.7918526353094701,0.9660566315088832,0.7490447295554936,0.9780424461857837,0.9735651319754984,0.9395753981858777,0.9694440969792716,0.6517418012816618,0.9524419702085475,0.7160551095226698,0.9846075346166611,0.8956419584348121,convnext_t_pretrained_frac0.50_aug-standard_seed456
convnext_t,True,1.0,standard,123,27835508,5,0.9109,375.2,0.05217912623269872,0.9109157609584339,0.9109157609584339,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.9900518373664866,0.9296783425869862,0.9727228737108098,0.935736114738087,0.7909565751629707,0.9607838885524487,0.871999761316215,0.9910096932607732,0.8049852546712685,0.9713282728308961,0.7810217183121556,0.980492870749414,0.9770060914374692,0.9599063104826856,0.9711230977402916,0.6922627129844063,0.9693466336223118,0.7670680267767418,0.9872108964098445,0.913624246456414,convnext_t_pretrained_frac1.00_aug-standard_seed123
convnext_t,True,1.0,standard,42,27835508,8,0.9117,522.5,0.052002935496332885,0.9116918972814769,0.9116918972814769,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.9894485206566507,0.9329686782497569,0.9709844875335467,0.942377219480138,0.7836329876549694,0.9596057142370521,0.8809177268896277,0.9892373703855066,0.8150720378165976,0.9566975539824768,0.7867799679507973,0.9792239933191645,0.9784198046762895,0.951937788998701,0.9715994014113609,0.6944582542231821,0.9748215613299858,0.7778199588414699,0.9882074328068772,0.9096274851853908,convnext_t_pretrained_frac1.00_aug-standard_seed42
convnext_t,True,1.0,standard,456,27835508,6,0.9113,414.0,0.052356019779876035,0.9113107737463014,0.9113107737463014,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.9910837184341834,0.9285175234976966,0.9720086842595826,0.9410705486131025,0.7994168320048376,0.9607337824342443,0.8770975607989854,0.9902731587505128,0.8071580888510075,0.9820475741661123,0.776881978957512,0.9809121890473378,0.9726554798981732,0.9503442338273418,0.9728740881414659,0.6941468127671442,0.9659769116800629,0.7667125706805163,0.985572372864003,0.9107313652522065,convnext_t_pretrained_frac1.00_aug-standard_seed456
convnext_t,False,0.05,standard,123,27835508,6,0.0811,121.1,0.2463781028003483,0.08113861254224973,0.08113861254224973,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.1613653133633638,0.04057739689072108,0.09984873405285927,0.0666191362265605,0.06659734456741892,0.024203047543710762,0.07195104951719389,0.08908160241911549,0.08824339353030647,0.029099934298328772,0.05686734559984595,0.11194815245040925,0.04050729342847142,0.03415959842756478,0.3929313192165588,0.041164963822194756,0.0796700013742063,0.0450068551506492,0.03708808235652947,0.04584168660898562,convnext_t_scratch_frac0.05_aug-standard_seed123
convnext_t,False,0.05,standard,42,27835508,27,0.0845,387.2,0.23388497646038348,0.08452319776448063,0.08452319776448063,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.2615852004593614,0.03882547670402989,0.06824705769693369,0.030604830120008086,0.08131123187133459,0.046810061835726315,0.12712125666932264,0.07839798891948459,0.07207595767878375,0.035601349683307505,0.037833163701728005,0.09084676397693978,0.03789805667547814,0.03741770719193236,0.35934078320946056,0.054253762438613067,0.062134698027880894,0.06485982850478247,0.052599217254077485,0.052699562670427164,convnext_t_scratch_frac0.05_aug-standard_seed42
convnext_t,False,0.05,standard,456,27835508,1,0.0825,70.5,0.38199763212885174,0.0824912856501312,0.0824912856501312,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.26101386990746883,0.05547573507108128,0.11740526823056724,0.13115183206934297,0.043401166432309096,0.04186512002964435,0.07327606810382394,0.1024747411953989,0.07055395660103086,0.021149726763027704,0.03237904580893584,0.09450110816753676,0.03506335707439207,0.03497367996996438,0.35827015209408575,0.03467420006441188,0.020814817413682442,0.031905611421639356,0.049002313996611195,0.04047394258766893,convnext_t_scratch_frac0.05_aug-standard_seed456
convnext_t,False,0.1,standard,123,27835508,22,0.1056,319.3,0.22818860100520835,0.10558885343951947,0.10558885343951947,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.2676196523419072,0.06205897585541299,0.0777174427543139,0.16047941475924601,0.08091410332592941,0.08429086205018232,0.14817182288932704,0.10459182534895486,0.12894325495254344,0.027270317507275234,0.06209953591691726,0.12889936138699432,0.0500463721496774,0.0660816819978488,0.41209802894078273,0.04626677860610463,0.037948501447037486,0.045832026522677545,0.06274148024996881,0.05770562978728821,convnext_t_scratch_frac0.10_aug-standard_seed123
convnext_t,False,0.1,standard,42,27835508,14,0.0897,274.0,0.2351377003795498,0.08974432018760474,0.08974432018760474,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.2632153304501895,0.07305912213088893,0.09797113855195752,0.12096832277673567,0.07498515043424608,0.04118173781146063,0.14035856157903487,0.07481999712218304,0.11636804204990236,0.020207335238843886,0.03424485420850194,0.09093304458069199,0.04181779037768913,0.057216204242395576,0.3462901848219013,0.03675310035835485,0.02193199116114459,0.03858935173126042,0.04652251484787713,0.057452629276835324,convnext_t_scratch_frac0.10_aug-standard_seed42
